code,name,latitude,longitude
6381,Omer-Lavallée / du Midway,45.5457759528664,-73.56217458844185
6047,University / Prince-Arthur,45.507401678946415,-73.57844352722168
6156,Marie-Anne / de la Roche,45.52775814390426,-73.57618510723114
7033,Aylmer / Prince-Arthur,45.508566869474386,-73.57769787311554
6193,de l'Esplanade / Fairmount,45.521495,-73.596758
6211,Roy / St-Laurent,45.515616239398405,-73.57580825686453
6160,Garnier / St-Joseph,45.5329774553515,-73.58122229576111
6023,de la Commune / Berri,45.51086,-73.54983
6190,Pontiac / Gilford,45.527009334270645,-73.58576595783234
6188,de Mentana / Marie-Anne,45.526026565221414,-73.57785880565643
6926,Marie-Anne / St-Hubert,45.5246829812827,-73.5788968205452
6221,du Mont-Royal / Clark,45.51941,-73.58685
6143,Rachel / de Brébeuf,45.52689,-73.57264
6098,Bishop / Ste-Catherine,45.49642,-73.57616
6029,Bel Air / St-Antoine,45.482779,-73.58452544
7055,Greene / Workman,45.48118440698601,-73.5793487727642
6231,Jeanne-Mance / St-Viateur,45.52289367861361,-73.60181629657745
6220,Laval / Duluth,45.519216236873945,-73.57718020677567
6213,Duluth / St-Laurent,45.51687640567004,-73.57946008443832
6307,Laval / Rachel,45.52017845247635,-73.57942387461662
6117,Robin / de la Visitation,45.520889767299096,-73.55922147631645
6120,Métro Frontenac (Ontario / du Havre),45.5336609,-73.5521968
6112,Montcalm / de Maisonneuve,45.51909220007164,-73.55784952640533
7027,Terrasse Guindon / Fullum,45.537114135456825,-73.56913894414902
6059,Mansfield / René-Lévesque,45.50023084419879,-73.56939375400543
6032,Métro Place-d'Armes (Viger / St-Urbain),45.50623,-73.55976
6274,de la Roche / St-Joseph,45.531164,-73.583695
6195,de Bullion / St-Joseph,45.5240365462478,-73.59014332294464
6182,de Bullion / du Mont-Royal,45.521484558655224,-73.58498007059097
6102,Lincoln / du Fort,45.493034,-73.583836
7076,Tupper / du Fort,45.49122961531575,-73.58078241348267
6255,Boyer / St-Zotique,45.53848,-73.60556
6929,St-André / St-Grégoire,45.531411853692525,-73.59174862504005
6158,Gilford / de Brébeuf,45.53081622781595,-73.58162596821785
6049,Queen / Wellington,45.49760527699099,-73.55534970760345
6744,Hamilton / Jolicoeur,45.456355,-73.597557
6181,Clark / Rachel,45.5173538,-73.58212888
6067,de Maisonneuve / Robert-Bourassa,45.503475,-73.572103
6004,Hôtel-de-Ville (du Champs-de-Mars / Gosford),45.50918810659251,-73.55457991361618
6048,Queen / Ottawa,45.4979738,-73.55614096
6039,McGill / des Récollets,45.500779,-73.558826
6910,Boyer / Beaubien,45.537041,-73.602026
6277,Louis-Hébert / de Bellechasse,45.546695977916166,-73.58873784542084
6266,Louis-Hébert / Beaubien,45.548130019984676,-73.59193503856659
6105,Plessis / René-Lévesque,45.51937252291976,-73.55195805430411
6907,Boyer / Rosemont,45.534136,-73.595478
6119,Dorion / Ontario,45.52697,-73.558021
7080,du President-Kennedy / Robert Bourassa,45.504407470403315,-73.57254266738892
6214,Square St-Louis (du Square St-Louis / Laval),45.516090801970655,-73.5701286792755
6111,Parthenais / Ste-Catherine,45.52620038317685,-73.54926645755768
6118,de Champlain / Ontario,45.52504753729988,-73.56003552675247
6150,Messier / du Mont-Royal,45.53711414,-73.5710031
7040,St-Urbain / Beaubien,45.52951033828327,-73.61067965626717
6020,Sanguinet / Ontario,45.51472630632029,-73.56548577547073
6058,Cypress / Peel,45.49932551028458,-73.57176750898361
6334,Lajeunesse / Jarry,45.54371190262865,-73.62828433513641
6093,Atwater / Sherbrooke,45.4912258547597,-73.58763009309769
6013,Sanguinet / de Maisonneuve,45.51340553558378,-73.56259435415267
6134,Gascon / Rachel,45.537964,-73.562643
6199,St-Viateur / St-Laurent,45.52593073022709,-73.59883904457092
6092,Crescent / René-Lévesque,45.49606,-73.57348
6738,Union / René-Lévesque,45.50235036136798,-73.56658279895781
6902,Beaudry / Ontario,45.52155597078072,-73.56226444244385
6011,St-André / St-Antoine,45.51411452790017,-73.55264469981194
6173,Berri / Cherrier,45.51908844137639,-73.56950908899307
6052,de la Commune / King,45.49751503379366,-73.55257093906403
6260,Dandurand / Papineau,45.538699774322616,-73.58622193336485
6383,Bourbonnière / du Mont-Royal,45.55357073967113,-73.56049418449402
6388,d'Orléans / Hochelaga,45.550669352823476,-73.54903580853716
7020,St-Germain / Hochelaga,45.5436987529516,-73.55367332696915
7049,Ottawa / St-Thomas,45.49068727002885,-73.56253802776337
6169,Boyer / du Mont-Royal,45.527432126380575,-73.57991673052311
6901,Gare d'autocars de Montréal (Berri / Ontario),45.51679206656395,-73.56423854827881
6428,Berlioz / de l'Île des Soeurs,45.45998577640931,-73.54395568370819
6380,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.551584,-73.561916
6712,LaSalle / Crawford,45.43791380065227,-73.58274042606354
6309,4e avenue / de Verdun,45.4568844514464,-73.57260704040527
6142,Calixa-Lavallée / Rachel,45.527794785525096,-73.57193917036057
6126,Rouen / Fullum,45.53217,-73.55859
6148,Émile-Duployé / Sherbrooke,45.52729,-73.56463
6179,Duluth / St-Denis,45.52060423232697,-73.57598394155502
7037,Prince-Arthur / Ste-Famille,45.5116382139746,-73.57463479042053
6733,de Maisonneuve/ Mansfield (est),45.50229396413971,-73.57321858406067
6206,Prince-Arthur / du Parc,45.51059,-73.57547
7031,Berri / Rachel,45.5228780183634,-73.57749536633492
6225,Villeneuve / St-Urbain,45.520188,-73.590559
6313,Palm / St-Remi,45.470303,-73.589848
6368,10e avenue / Masson,45.55031640880025,-73.57335805892944
6180,St-Dominique / René-Lévesque,45.509418366717604,-73.56135785579681
6912,Métro Beaubien (de Chateaubriand / Beaubien),45.5353599615622,-73.60363483428955
6185,des Érables / Bélanger,45.54912085535069,-73.60087350010872
6331,Guizot / St-Denis,45.543347467582954,-73.632353246212
6328,Henri-Julien / Villeray,45.539487469364325,-73.62355560064316
6164,Chambord / Laurier,45.532993895581704,-73.58441412448883
6207,Ste-Famille / des Pins,45.51283174510449,-73.57688784599304
7025,St-Dominique / Bernard,45.52793332015246,-73.60122251338906
6094,de Gaspé / Fairmount,45.525669,-73.593016
7068,Basin / Richmond,45.48753098712153,-73.56507003307343
6219,de l'Hôtel-de-Ville / Roy,45.51733310325783,-73.57443630695343
6432,de Maisonneuve / Greene,45.48697062,-73.58929306
6258,Parc Père-Marquette (Chambord / Rosemont),45.53702583434782,-73.59316617250443
6405,Duvernay / Charlevoix,45.48203995,-73.57486278
6387,Métro Joliette  (Joliette / Hochelaga),45.54690718297082,-73.5515570640564
6358,1ère  avenue / St-Zotique,45.551937362101,-73.59392791986465
6752,Hutchison / Beaubien,45.5262464,-73.61374676
7032,Drolet / Laurier,45.526251876092516,-73.58975838928018
6384,Darling / Sherbrooke,45.54545890380305,-73.55666935443878
6065,de la Montagne / Sherbrooke,45.4996771,-73.57884854
6735,François-Perrault / L.-O.-David,45.56129965944617,-73.6014300584793
7069,Union / du Président-Kennedy,45.50499344809821,-73.57170313596725
6346,Nicolet / Sherbrooke,45.5497698195695,-73.5548534989357
6391,Aylwin / Ontario,45.54431114893366,-73.54554891586304
6314,de Lanaudière / Marie-Anne,45.529219,-73.574777
6377,Grand Trunk / Hibernia,45.47968,-73.56385
6375,Métro Place St-Henri (St-Ferdinand / St-Jacques),45.477249,-73.587238
6401,des Seigneurs / Notre-Dame,45.48772278774177,-73.5690826177597
7066,St-Urbain / de la Gauchetière,45.50707812811467,-73.56139540672302
6186,St-André / Laurier,45.52955900967215,-73.5876018932322
6127,Henri-Julien / de Castelnau,45.537877,-73.618323
6243,Bloomfield / Bernard,45.52068774,-73.6084279
6140,Marquette / Rachel,45.5298015824607,-73.5702896118164
6224,Villeneuve / du Parc,45.51829,-73.59235
6252,Mozart / St-Laurent,45.53318,-73.61544
6057,Peel / avenue des Canadiens de Montréal,45.4977183451679,-73.5681800544262
6151,Parthenais / du Mont-Royal,45.53642275285349,-73.57099771499634
6927,Édouard-Montpetit / de Stirling,45.50723,-73.615085
6303,Dunlop / Van Horne,45.514905,-73.619682
6345,Louis-Hémon / Villeray,45.55496126357668,-73.61073732376097
6281,Resther / St-Joseph,45.5277271,-73.58628362
6168,Marmier / St-Denis,45.530871318676006,-73.59834551811218
6203,Hutchison / Sherbrooke,45.50781,-73.57208
6370,d'Orléans / Masson,45.557192,-73.569847
6418,de Vendôme / de Maisonneuve,45.47444751521609,-73.6040311306715
6124,Poupart / Ontario,45.53193889278052,-73.55343863368034
6393,Dézéry / Ontario,45.54111008519643,-73.54754984378815
6923,Marquette / Jean-Talon,45.54740777921938,-73.60766887664795
6270,Fabre / St-Zotique,45.54345172630376,-73.60101029276848
6187,Resther / du Mont-Royal,45.52562819123256,-73.58177483081818
6008,Sanguinet / Ste-Catherine,45.51279685582333,-73.56146247242577
6076,Ville-Marie / Ste-Catherine,45.55792114867545,-73.52914720773697
6371,4e avenue / Masson,45.546978,-73.575515
6372,1ère avenue / Masson,45.5451997,-73.57645065
6340,de la Roche / Everett,45.544867,-73.614841
6708,Place Jean-Paul Riopelle (Viger / de Bleury),45.50372673707354,-73.56170386075974
6749,St-Jacques / St-Laurent,45.50642115207643,-73.55646550655365
6042,de la Gauchetière / Robert-Bourassa,45.50060578095098,-73.56544822454453
7036,Hutchison / Edouard Charles,45.51826340169339,-73.59577462077141
6235,St-Dominique / St-Viateur,45.52655700191558,-73.5982757806778
7018,Joliette / Ste-Catherine,45.54286796890454,-73.53822447359562
6063,Drummond / de Maisonneuve,45.49947,-73.57591
6130,Sherbrooke / Frontenac,45.5367,-73.56081
6916,Parc du Pélican (2e avenue / St-Joseph),45.544513,-73.571564
6104,Wolfe / René-Lévesque,45.51681750463149,-73.5541883111
6149,Chapleau / du Mont-Royal,45.53867,-73.56936
6192,Berri / St-Grégoire,45.529802,-73.591766
6427,Métro Lasalle (de Rushbrooke / Caisse),45.47069642604657,-73.56542240828276
6404,Quesnel / Vinet,45.485889,-73.577514
6376,16e avenue / St-Joseph,45.55292309731551,-73.56575198471546
7041,15e avenue / Masson,45.553913774821154,-73.57141882181168
6329,Drolet / Gounod,45.54097670358539,-73.62642288208008
6116,Plessis / Ontario,45.52349210923463,-73.56073021888733
6906,Métro Rosemont (Rosemont / de St-Vallier),45.53132719875296,-73.59788820147514
6362,1ère avenue / Rosemont,45.54779995287998,-73.58486741781235
7024,Berri / Gilford,45.5265658689096,-73.58542799949646
6079,Hutchison / Prince-Arthur,45.509864,-73.576105
6038,McGill / Place d'Youville,45.49975,-73.55566
6706,Beatty / de Verdun,45.450729976972944,-73.5725748538971
6424,du Président-Kennedy / McGill College,45.50300456508746,-73.57385694980621
6044,Roy / St-Christophe,45.521565,-73.57043
6434,Victoria / de Maisonneuve,45.47742856483265,-73.60016942024231
6324,de Liège / Lajeunesse,45.545603545552744,-73.63474041223526
6006,18e avenue / Rosemont,45.55789545752947,-73.5765291005373
6201,Villeneuve / de l'Hôtel-de-Ville,45.52354419830203,-73.58733236789703
6425,de l'Église / Edna,45.462774608708806,-73.56478303670883
6175,St-André / Cherrier,45.52045846916013,-73.56757521629333
6403,Georges-Vanier / Notre-Dame,45.485047979822774,-73.5719633102417
6036,de la Commune / St-Sulpice,45.50424245563397,-73.553469479084
7047,Ottawa / Peel,45.49390894768301,-73.55950713157654
6050,de la Commune / McGill,45.4986731,-73.55256289
6234,Bernard / Clark,45.52697,-73.60261
6165,de Brébeuf / Laurier,45.53259234158342,-73.58519464731215
7074,St-André / Robin,45.518128086513194,-73.56185138225555
7065,de Lanaudière / Bélanger,45.54365085053057,-73.60565051436424
6339,d'Oxford / de Monkland,45.475141540219525,-73.62350463867188
6718,Grand Boulevard / Sherbrooke,45.466569,-73.623295
6018,St-André / Ontario,45.51889,-73.56353
6113,Alexandre-DeSève / de Maisonneuve,45.5219,-73.55534
6066,McTavish / des Pins,45.50530549708951,-73.58100235462189
6215,St-Cuthbert / St-Urbain,45.51482122065589,-73.57829600572586
6350,Island / Centre,45.48149081388884,-73.56475353240967
6702,Chauveau / de l'Assomption,45.569789,-73.548081
6701,Centre Pierre-Charbonneau,45.562298713205415,-73.54944348335266
6273,Cartier / Bélanger,45.546939,-73.602616
7057,2e avenue / Wellington,45.45789352611307,-73.56752824096475
6166,de Brébeuf / St-Grégoire,45.5341,-73.58852
6229,Coloniale / du Mont-Royal,45.5211613236904,-73.5856157541275
6051,de Gaspé / Marmier,45.529686,-73.601728
6304,Rockland / Lajoie,45.515617,-73.614991
6903,St-Dominique / Napoléon,45.516779458795526,-73.5774028301239
6276,de Normanville / Bélanger,45.542283266157455,-73.60702514648438
7038,Guilbault / Clark,45.514107949601446,-73.57523024082184
6408,Métro Georges-Vanier (St-Antoine / Canning),45.4891,-73.57656
6161,Chabot / St-Joseph,45.53627297956778,-73.57819676399231
6394,Valois / Ontario,45.54716076886967,-73.54377329349518
6170,de Mentana / Laurier,45.53045006508681,-73.58763813972473
6734,Lajeunesse / Villeray (place Tapéo),45.54211889,-73.6225471
6727,Richardson / de Montmorency,45.484947256290994,-73.56036007404327
6271,Casgrain / de Bellechasse,45.52993551904493,-73.60409617424011
6925,des Écores / Jean-Talon,45.55236372328009,-73.60286772251129
6417,Desjardins / Hochelaga,45.553490653554725,-73.54829013347626
7075,CHSLD Éloria-Lepage (de la Pépinière / de Marseille),45.57694445420869,-73.54045271873474
6915,Alma / Beaubien,45.53243586450861,-73.60665500164032
7052,Shearer / Centre,45.483005619293046,-73.56218665838242
6101,Métro Villa-Maria (Décarie / de Monkland),45.479483,-73.61979
6208,Hutchison / des Pins,45.51069,-73.57805
6132,Larivière / de Lorimier,45.5291345371163,-73.55923354625702
6017,du Square Ahmerst / Wolfe,45.521014739780384,-73.56374502182007
6310,de Darlington / de la Côte-Ste-Catherine,45.505403247020155,-73.62116575241089
7077,Jean Langlois / Fullum,45.526499983000186,-73.54575277422555
6204,Milton / Durocher,45.5081439,-73.57477158
6222,de l'Esplanade / du Mont-Royal,45.51825290855221,-73.5883381962776
7067,City Councillors / du President-Kennedy,45.50625103256782,-73.57139065861702
6040,St-Jacques / St-Pierre,45.50278649802565,-73.55913430452347
6245,Bloomfield / Van Horne,45.5225858,-73.61265779
7070,Bourgeoys / Favard,45.47993042065731,-73.55592101812363
6333,Leman / de Chateaubriand,45.547218,-73.631103
6341,Regina / de Verdun,45.467369,-73.570769
7060,de l'Église / de Verdun,45.46300108733155,-73.57156895217486
6433,Hillside / Ste-Catherine,45.48282602624293,-73.59084337949753
6301,Parc Outremont (Bloomfield / Elmwood),45.518309446368,-73.60328614711761
7035,Fullum / Gilford,45.53922374455291,-73.57383679656778
6251,de Gaspé / Dante,45.534357948228354,-73.61223131418228
6330,de Gaspé / Jarry,45.540780049797995,-73.63040059804916
6355,Ontario / Sicard,45.55626186680846,-73.53744059801102
7017,Bennett / Ste-Catherine,45.55305326642512,-73.53242754936218
6090,Place Émilie-Gamelin (St-Hubert / de Maisonneuve),45.51585827855693,-73.55989068746567
6146,de Brébeuf / Rachel,45.5270799172855,-73.573277592659
6924,de Bordeaux / Jean-Talon,45.54975479298636,-73.60556602478027
6275,Chambord / Jean-Talon,45.54484558108033,-73.61053615808486
6205,Milton / du Parc,45.50971,-73.57354
7054,Cote St-Paul / St-Ambroise,45.467665653865964,-73.59391784324544
6086,Murray / William,45.493510346307225,-73.56172800064085
6349,Ryde / Charlevoix,45.4757434,-73.5646007
6373,7e avenue / St-Joseph,45.547226645250745,-73.56986984610558
6315,Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),45.49595455563405,-73.62186044454575
6409,Lionel-Groulx / George-Vanier,45.48621939184824,-73.5737469792366
6167,Marquette / St-Grégoire,45.53703,-73.58584
7053,Ropery / Augustin-Cantin,45.48091406771754,-73.56846034526825
6356,de Monkland / Girouard,45.47710675189806,-73.6214379966259
7039,du Mont-Royal / Augustin-Frigon,45.543763151117474,-73.56772005558014
6171,Wolfe / Robin,45.51958082831579,-73.5601159930229
6327,Drolet / Faillon,45.53929343803321,-73.62077951431274
6713,30e avenue / St-Zotique,45.56822507,-73.57943594
6178,Rivard / Rachel,45.5222776,-73.5775906
7010,de Mayfair / Monkland,45.46027832102705,-73.63660857081413
6414,Laporte / St-Antoine,45.48050798452431,-73.58660951256752
6711,Alexandra / Waverly,45.531938,-73.617842
6435,Victoria Hall,45.48129146961133,-73.6003303527832
6367,3e avenue / Dandurand,45.547362,-73.579221
6033,15e avenue / Beaubien,45.55777090445704,-73.5841378569603
6918,Marquette / des Carrières,45.53876952074014,-73.5886788368225
6347,Métro St-Michel (Shaughnessy / St-Michel),45.559199,-73.599658
6236,Laurier / de Bordeaux,45.53725879867612,-73.57917040586472
6306,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),45.510086,-73.611429
6068,Mansfield / Sherbrooke,45.50297,-73.57505
6913,Drolet / Beaubien,45.533348,-73.605834
6921,Augustin-Cantin / Shearer,45.48401829,-73.5634366
6905,Parc Rosemont (Dandurand / d'Iberville),45.544377,-73.581018
7071,St-Mathieu / Sherbrooke,45.495789104811756,-73.58259558677672
6360,8e avenue / Beaubien,45.553215,-73.58752
7079,Gauvin / Notre-Dame,45.50004272864201,-73.56041237711906
6416,Notre-Dame-de-Grâce / Décarie,45.47735333523628,-73.61537218093872
6053,Belmont / du Beaver Hall,45.502326,-73.565138
6265,Parthenais / Laurier,45.539258526059406,-73.5774591565132
7072,Beaudry / Sherbrooke,45.52303493310712,-73.56539458036421
6311,Drolet / St-Zotique,45.53488214147823,-73.60941231250763
6721,Métro Cadillac (Sherbrooke / de Cadillac),45.5769632283486,-73.54683637619019
6722,Pierre-de-Coubertin / Louis-Veuillot,45.57278890699134,-73.54031324386597
6904,Fabre / Beaubien,45.542055,-73.597793
6737,Jacques-Casault / Christophe-Colomb,45.552123,-73.630103
6398,Desjardins / Ontario,45.55117290906901,-73.54101061820984
6249,Bélanger / St-Denis,45.53696,-73.61199
6344,St-Dominique / Jean-Talon,45.535246553131074,-73.61771240830421
6415,Wilson / Sherbrooke,45.4703,-73.6162
6753,Centre ÉPIC (St-Zotique / 40e avenue),45.57414703721992,-73.57462137937546
6264,Chabot / de Bellechasse,45.5425697477813,-73.59214425086974
6257,de St-Vallier / St-Zotique,45.536261178519666,-73.60754549503326
6917,Basile-Routhier / Chabanel,45.549868431421636,-73.64765658974648
6269,Wurtele / de Rouen,45.537627813487596,-73.5533943772316
6198,Hélène-Baillargeon / St-Denis,45.52974,-73.59527
6081,St-Alexandre / Ste-Catherine,45.50531354501691,-73.56755375862122
6709,Le Caron / Marc-Sauvalle ,45.461685,-73.584039
6747,Waverly / St-Zotique,45.53050525974957,-73.61470833420753
6279,Louis-Hébert / Bélanger,45.55158518908433,-73.59916493296623
5007,Métro Longueuil - Université de Sherbrooke,45.52331869398737,-73.52012693881989
6145,St-Hubert / Roy,45.52105068106288,-73.57113718986511
7059,Argyle / Bannantyne,45.45324567428996,-73.57681475579739
7042,Alexandra / Jean-Talon,45.532330645908054,-73.62018674612045
6343,Marquette / Villeray,45.55068361610596,-73.61529305577278
7004,Émile-Journault / de Chateaubriand,45.54983321292286,-73.64063255488873
6123,Alexandre-DeSève / la Fontaine,45.52327641182773,-73.55821833014488
7058,Gordon / Wellington,45.461077990108386,-73.56730699539183
6125,Ellendale / de la Côte-des-Neiges,45.499757,-73.629298
6413,Union / Cathcart,45.50342377784227,-73.56848180294037
6385,de Bordeaux / Gilford,45.53611005443118,-73.5762870311737
7002,Tolhurst / Fleury,45.54410128430579,-73.66738557815552
7008,Rousselot / Jarry,45.55076907833167,-73.62091094255447
6429,Place du Commerce,45.46714,-73.54259
6354,Marcil / Sherbrooke,45.471743,-73.613924
7050,Ottawa / William,45.48954486106131,-73.56413930654526
6732,Fortune / Wellington,45.477923,-73.559038
6024,Parthenais / Sherbrooke,45.53240310114851,-73.56236636638641
7003,George-Baril / Sauvé,45.556591473388,-73.65267634391785
6422,Fleury / Lajeunesse,45.5536,-73.6616
7022,Durocher / Bernard,45.522317596602306,-73.60693126916885
6016,Jacques-Le Ber / de la Pointe Nord,45.472503,-73.539285
7016,Métro Langelier (Sherbrooke / Langelier),45.582757156033914,-73.54244291782379
6115,Benny / de Monkland,45.466914254987394,-73.6317041516304
6703,Jardin Botanique (Pie-IX / Sherbrooke),45.55500446099039,-73.55535507202148
